county,area,lat,lon
"Coles,IL",510,39.51368,-88.220782
"Cook,IL",1634,41.894294,-87.645455
"Crawford,IL",445,39.002787,-87.760619
"Cumberland,IL",346,39.273121,-88.240619
"DeKalb,IL",634,41.894612,-88.768991
"De Witt,IL",405,40.181499,-88.901853
"Douglas,IL",417,39.766078,-88.222866
"DuPage,IL",336,41.852058,-88.086039
"Edgar,IL",623,39.679037,-87.74711
"Edwards,IL",222,38.417095,-88.047941
"Effingham,IL",479,39.047945,-88.592849
"Fayette,IL",725,39.001125,-89.017923
"Ford,IL",486,40.596539,-88.224588
"Franklin,IL",431,37.991852,-88.926321
"Fulton,IL",882,40.46524,-90.202269
"Gallatin,IL",328,37.768677,-88.227964
"Greene,IL",546,39.355439,-90.387682
"Grundy,IL",430,41.29241,-88.401054
"Hamilton,IL",435,38.085227,-88.539009
"Hancock,IL",814,40.401318,-91.168801
"Hardin,IL",181,37.517852,-88.266148
"Henderson,IL",395,40.814471,-90.941246
"Henry,IL",825,41.350021,-90.130838
"Iroquois,IL",1119,40.748867,-87.833601
"Jackson,IL",602,37.786096,-89.381212
"Jasper,IL",498,39.004886,-88.150725
"Jefferson,IL",583,38.30078,-88.92421
"Jersey,IL",377,39.080195,-90.361385
"Jo Daviess,IL",618,42.362391,-90.21147
"Johnson,IL",348,37.460709,-88.882131
"Kane,IL",524,41.939594,-88.42804
"Kankakee,IL",681,41.13951,-87.861117
"Kendall,IL",322,41.58814,-88.430626
"Knox,IL",719,40.930945,-90.213792
"Lake,IL",1368,42.185968,-87.805939
"LaSalle,IL",1148,41.343341,-88.885931
"Lawrence,IL",374,38.718954,-87.730221
"Lee,IL",728,41.747447,-89.299362
"Livingston,IL",1045,40.894376,-88.552852
"Logan,IL",618,40.129277,-89.365309
"McDonough,IL",590,40.455808,-90.678954
"McHenry,IL",611,42.324298,-88.452245
"McLean,IL",1186,40.494559,-88.844539
"Macon,IL",585,39.860237,-88.961529
"Macoupin,IL",867,39.265914,-89.92633
"Madison,IL",740,38.82712,-89.900227
"Marion,IL",576,38.648236,-88.920362
"Marshall,IL",398,41.031119,-89.342371
"Mason,IL",563,40.236993,-89.913575
"Massac,IL",242,37.216119,-88.705658
"Menard,IL",315,40.022569,-89.794133
"Mercer,IL",568,41.205605,-90.74177
"Monroe,IL",398,38.277983,-90.179078
"Montgomery,IL",709,39.228068,-89.478141
"Morgan,IL",572,39.717657,-90.204993
"Moultrie,IL",344,39.636896,-88.625726
"Ogle,IL",763,42.041884,-89.320176
"Peoria,IL",630,40.785972,-89.766993
"Perry,IL",447,38.084381,-89.368525
"Piatt,IL",439,40.009033,-88.592355
"Pike,IL",848,39.625106,-90.889034
"Pope,IL",374,37.417169,-88.542374
"Pulaski,IL",203,37.215615,-89.127755
"Putnam,IL",172,41.198961,-89.298347
"Randolph,IL",597,38.056515,-89.82121
"Richland,IL",361,38.712187,-88.085452
"Rock Island,IL",451,41.468421,-90.572125
"St. Clair,IL",673,38.470198,-89.928546
"Saline,IL",386,37.751508,-88.545024
"Sangamon,IL",877,39.756886,-89.662435
"Schuyler,IL",441,40.156905,-90.613464
"Scott,IL",252,39.637002,-90.477771
"Shelby,IL",768,39.384917,-88.798865
"Stark,IL",288,41.096908,-89.797411
"Stephenson,IL",564,42.349726,-89.665994
"Tazewell,IL",657,40.508074,-89.51626
"Union,IL",422,37.485652,-89.244639
"Vermilion,IL",901,40.186754,-87.726778
"Wabash,IL",227,38.445821,-87.839167
"Warren,IL",543,40.850441,-90.620223
"Washington,IL",563,38.35314,-89.417187
"Wayne,IL",715,38.431857,-88.43243
"White,IL",501,38.087326,-88.178623
"Whiteside,IL",696,41.750673,-89.911005
"Will,IL",849,41.448474,-87.978456
"Williamson,IL",444,37.730353,-88.930018
"Winnebago,IL",519,42.337396,-89.161205
"Woodford,IL",542,40.789787,-89.210587
"Adams,IN",339,40.74573,-84.936134
"Allen,IN",659,41.091909,-85.071791
"Bartholomew,IN",409,39.205843,-85.897999
"Benton,IN",406,40.600939,-87.314786
"Blackford,IN",165,40.472672,-85.32373
"Boone,IN",423,40.050892,-86.469014
"Brown,IN",316,39.195113,-86.230121
"Carroll,IN",375,40.58498,-86.565141
"Cass,IN",414,40.753799,-86.355168
"Clark,IN",376,38.476217,-85.711122
"Clay,IN",360,39.393928,-87.115858
"Clinton,IN",405,40.305944,-86.477567
"Crawford,IN",308,38.289433,-86.440871
"Daviess,IN",436,38.69609,-87.076943
"Dearborn,IN",307,39.140897,-84.975868
"Decatur,IN",373,39.30598,-85.499831
"DeKalb,IN",363,41.39676,-85.002697
"Delaware,IN",395,40.227543,-85.399262
"Dubois,IN",435,38.373344,-86.873385
"Elkhart,IN",467,41.600693,-85.863986
"Fayette,IN",215,39.639654,-85.185034
"Floyd,IN",149,38.318081,-85.911847
"Fountain,IN",397,40.121237,-87.234872
"Franklin,IN",391,39.409762,-85.066964
"Fulton,IN",371,41.050384,-86.265006
"Gibson,IN",499,38.317398,-87.580523
"Grant,IN",414,40.515758,-85.654946
"Greene,IN",545,39.047147,-87.004771
"Hamilton,IN",402,40.053513,-86.021709
"Hancock,IN",307,39.822529,-85.77315
"Harrison,IN",486,38.186454,-86.103766
"Hendricks,IN",408,39.768963,-86.509908
"Henry,IN",394,39.929591,-85.397363
"Howard,IN",293,40.483537,-86.114118
"Huntington,IN",387,40.826394,-85.478597
"Jackson,IN",513,38.911957,-86.042516
"Jasper,IN",561,41.017688,-87.118814
"Jay,IN",384,40.434956,-85.002331
"Jefferson,IN",363,38.783604,-85.44009
"Jennings,IN",378,38.996229,-85.628103
"Johnson,IN",321,39.496092,-86.094264
"Knox,IN",523,38.688381,-87.420358
"Kosciusko,IN",554,41.244293,-85.861575
"LaGrange,IN",386,41.642462,-85.427845
"Lake,IN",626,41.472247,-87.374337
"LaPorte,IN",613,41.549013,-86.744739
"Lawrence,IN",451,38.839815,-86.48782
"Madison,IN",452,40.166203,-85.722454
"Marion,IN",403,39.782976,-86.135794
"Marshall,IN",449,41.325003,-86.269036
"Martin,IN",340,38.705322,-86.801847
"Miami,IN",377,40.772883,-86.044258
"Monroe,IN",411,39.160729,-86.52331
"Montgomery,IN",505,40.040296,-86.892715
"Morgan,IN",409,39.482646,-86.447457
"Newton,IN",403,40.962399,-87.402172
"Noble,IN",417,41.404679,-85.417271
"Ohio,IN",87,38.940527,-84.964299
"Orange,IN",408,38.547381,-86.489257
"Owen,IN",387,39.317339,-86.838845
"Parke,IN",449,39.77425,-87.19695
"Perry,IN",386,38.081436,-86.62654
"Pike,IN",341,38.397961,-87.232547
"Porter,IN",521,41.509914,-87.071313
"Posey,IN",419,38.027614,-87.868653
"Pulaski,IN",434,41.045272,-86.692538
"Putnam,IN",482,39.665548,-86.853373
"Randolph,IN",453,40.164079,-85.00579
"Ripley,IN",448,39.100226,-85.260494
"Rush,IN",408,39.622362,-85.466529
"St. Joseph,IN",461,41.617723,-86.288048
"Scott,IN",192,38.679431,-85.751898
"Shelby,IN",412,39.524135,-85.792174
"Spencer,IN",401,38.009697,-87.010375
"Starke,IN",312,41.284478,-86.644636
"Steuben,IN",322,41.643467,-85.002405
"Sullivan,IN",454,39.089225,-87.415843
"Switzerland,IN",223,38.825854,-85.029681
"Tippecanoe,IN",503,40.389133,-86.893554
"Tipton,IN",260,40.310229,-86.056207
"Union,IN",165,39.623094,-84.925145
"Vanderburgh,IN",236,38.02007,-87.586166
"Vermillion,IN",259,39.854045,-87.462071
"Vigo,IN",410,39.430874,-87.390989
"Wabash,IN",420,40.843747,-85.795192
"Warren,IN",366,40.352498,-87.375163
"Warrick,IN",391,38.097728,-87.272049
"Washington,IN",516,38.600613,-86.104751
"Wayne,IN",404,39.863091,-85.006735
"Wells,IN",370,40.735547,-85.213349
"White,IN",508,40.75095,-86.864293
"Whitley,IN",337,41.136426,-85.501892
"Adair,IA",570,41.328528,-94.478164
"Adams,IA",425,41.021656,-94.696906
"Allamakee,IA",658,43.274964,-91.382751
"Appanoose,IA",516,40.744249,-92.873062
"Audubon,IA",443,41.679178,-94.904312
"Benton,IA",718,42.092547,-92.05763
"Black Hawk,IA",572,42.471132,-92.3076
"Boone,IA",573,42.038623,-93.938605
"Bremer,IA",439,42.780895,-92.327356
"Buchanan,IA",573,42.470328,-91.838666
"Buena Vista,IA",580,42.741522,-95.141432
"Butler,IA",581,42.734757,-92.780153
"Calhoun,IA",572,42.386061,-94.643602
"Carroll,IA",570,42.039502,-94.86765
"Cass,IA",564,41.333824,-94.933302
"Cedar,IA",581,41.77236,-91.132611
"Cerro Gordo,IA",575,43.074975,-93.250965
"Cherokee,IA",577,42.742737,-95.633262
"Chickasaw,IA",505,43.059741,-92.31721
"Clarke,IA",431,41.029726,-93.785259
"Clay,IA",572,43.081224,-95.149875
"Clayton,IA",792,42.840985,-91.323576
"Clinton,IA",710,41.898073,-90.534243
"Crawford,IA",715,42.043119,-95.38909
"Dallas,IA",591,41.68532,-94.040706
"Davis,IA",504,40.748089,-92.410345
"Decatur,IA",533,40.736379,-93.78458
"Delaware,IA",578,42.473014,-91.366767
"Des Moines,IA",429,40.915339,-91.186925
"Dickinson,IA",403,43.389611,-95.196057
"Dubuque,IA",616,42.463481,-90.878771
"Emmet,IA",402,43.377984,-94.66937
"Fayette,IA",731,42.864122,-91.840376
"Floyd,IA",501,43.052741,-92.787367
"Franklin,IA",582,42.736545,-93.271415
"Fremont,IA",516,40.74259,-95.599182
"Greene,IA",571,42.042513,-94.388727
"Grundy,IA",501,42.403339,-92.790244
"Guthrie,IA",593,41.683573,-94.501272
"Hamilton,IA",577,42.390789,-93.70913
"Hancock,IA",573,43.075411,-93.743697
"Hardin,IA",569,42.390208,-93.241669
"Harrison,IA",701,41.688584,-95.827149
"Henry,IA",436,40.984802,-91.547259
"Howard,IA",473,43.365312,-92.321908
"Humboldt,IA",435,42.782221,-94.202775
"Ida,IA",432,42.39186,-95.507421
"Iowa,IA",587,41.683918,-92.059123
"Jackson,IA",649,42.164226,-90.574582
"Jasper,IA",732,41.685551,-93.054147
"Jefferson,IA",436,41.006376,-91.966628
"Johnson,IA",623,41.670668,-91.590529
"Jones,IA",577,42.125118,-91.116914
"Keokuk,IA",579,41.331182,-92.167721
"Kossuth,IA",974,43.212356,-94.213965
"Lee,IA",538,40.647588,-91.477157
"Linn,IA",724,42.077951,-91.597674
"Louisa,IA",417,41.218211,-91.256994
"Lucas,IA",434,41.033344,-93.331467
"Lyon,IA",587,43.38358,-96.207201
"Madison,IA",562,41.330622,-94.015184
"Mahaska,IA",573,41.330797,-92.636366
"Marion,IA",570,41.331433,-93.093868
"Marshall,IA",573,42.0417,-92.981403
"Mills,IA",440,41.033703,-95.619101
"Mitchell,IA",469,43.348564,-92.784466
"Monona,IA",698,42.049432,-95.956566
"Monroe,IA",434,41.028847,-92.869642
"Montgomery,IA",425,41.021735,-95.15779
"Muscatine,IA",449,41.483776,-91.118699
"O'Brien,IA",573,43.083746,-95.625624
"Osceola,IA",399,43.378542,-95.633788
"Page,IA",535,40.739097,-95.144301
"Palo Alto,IA",569,43.075337,-94.669055
"Plymouth,IA",863,42.737585,-96.215864
"Pocahontas,IA",578,42.734033,-94.678279
"Polk,IA",591,41.684816,-93.568971
"Pottawattamie,IA",959,41.340184,-95.544905
"Poweshiek,IA",586,41.684642,-92.522934
"Ringgold,IA",538,40.735334,-94.244251
"Sac,IA",578,42.387526,-95.105224
"Scott,IA",468,41.642079,-90.622289
"Shelby,IA",591,41.679014,-95.308917
"Sioux,IA",768,43.082646,-96.17801
"Story,IA",573,42.037538,-93.466093
"Tama,IA",722,42.074848,-92.529411
"Taylor,IA",534,40.737949,-94.697108
"Union,IA",425,41.02855,-94.245091
"Van Buren,IA",490,40.754117,-91.952943
"Wapello,IA",436,41.031275,-92.409466
"Warren,IA",572,41.332446,-93.568751
"Washington,IA",570,41.329401,-91.725052
"Wayne,IA",527,40.739983,-93.332613
"Webster,IA",718,42.433579,-94.175831
"Winnebago,IA",401,43.378124,-93.743488
"Winneshiek,IA",690,43.292989,-91.850788
"Woodbury,IA",877,42.39322,-96.053296
"Worth,IA",401,43.373491,-93.248533
"Wright,IA",582,42.733007,-93.734735
"Allen,KS",505,37.884228,-95.300945
"Anderson,KS",583,38.215114,-95.292046
"Atchison,KS",433,39.532544,-95.313397
"Barber,KS",1136,37.222906,-98.685052
"Barton,KS",900,38.481239,-98.767837
"Bourbon,KS",639,37.8561,-94.850928
"Brown,KS",572,39.825931,-95.569905
"Butler,KS",1446,37.773649,-96.83884
"Chase,KS",777,38.299475,-96.594029
"Chautauqua,KS",644,37.154259,-96.245396
"Cherokee,KS",591,37.169392,-94.845698
"Cheyenne,KS",1020,39.789901,-101.727317
"Clark,KS",977,37.233831,-99.813869
"Clay,KS",655,39.344964,-97.168853
"Cloud,KS",717,39.487329,-97.64139
"Coffey,KS",654,38.23645,-95.729137
"Comanche,KS",789,37.181442,-99.251293
"Cowley,KS",1132,37.234507,-96.837247
"Crawford,KS",595,37.505821,-94.853897
"Decatur,KS",894,39.783542,-100.459708
"Dickinson,KS",851,38.867735,-97.157943
"Doniphan,KS",398,39.788502,-95.147225
"Douglas,KS",474,38.896417,-95.290947
"Edwards,KS",621,37.883595,-99.304746
"Elk,KS",650,37.456026,-96.244642
"Ellis,KS",900,38.914597,-99.317313
"Ellsworth,KS",723,38.700845,-98.205355
"Finney,KS",1302,38.049808,-100.739967
"Ford,KS",1099,37.688416,-99.884748
"Franklin,KS",577,38.558019,-95.278962
"Geary,KS",404,39.002139,-96.7681
"Gove,KS",1071,38.917239,-100.48736
"Graham,KS",898,39.354972,-99.879894
"Grant,KS",575,37.547537,-101.299362
"Gray,KS",869,37.744513,-100.451716
"Greeley,KS",778,38.480404,-101.80597
"Greenwood,KS",1152,37.879347,-96.241732
"Hamilton,KS",997,37.995244,-101.793689
"Harper,KS",802,37.188184,-98.06659
"Harvey,KS",540,38.050144,-97.436706
"Haskell,KS",577,37.554979,-100.879952
"Hodgeman,KS",860,38.087493,-99.898407
"Jackson,KS",658,39.411145,-95.794485
"Jefferson,KS",556,39.239644,-95.375314
"Jewell,KS",914,39.777005,-98.222619
"Johnson,KS",479,38.883907,-94.82233
"Kearny,KS",870,37.994461,-101.308136
"Kingman,KS",866,37.552951,-98.144529
"Kiowa,KS",722,37.561231,-99.286539
"Labette,KS",653,37.191468,-95.297473
"Lane,KS",717,38.481286,-100.466185
"Leavenworth,KS",468,39.189511,-95.038977
"Lincoln,KS",720,39.04728,-98.214284
"Linn,KS",606,38.216549,-94.844932
"Logan,KS",1073,38.91327,-101.157402
"Lyon,KS",855,38.455403,-96.161641
"McPherson,KS",900,38.395812,-97.647489
"Marion,KS",953,38.359647,-97.102771
"Marshall,KS",905,39.782709,-96.521243
"Meade,KS",979,37.243886,-100.360094
"Miami,KS",590,38.566772,-94.832963
"Mitchell,KS",719,39.393026,-98.207362
"Montgomery,KS",651,37.189537,-95.742403
"Morris,KS",702,38.688204,-96.651448
"Morton,KS",729,37.185249,-101.809516
"Nemaha,KS",719,39.791043,-96.005381
"Neosho,KS",577,37.564283,-95.315682
"Ness,KS",1074,38.480437,-99.908745
"Norton,KS",881,39.783867,-99.899235
"Osage,KS",719,38.650215,-95.708255
"Osborne,KS",894,39.348261,-98.767942
"Ottawa,KS",721,39.137963,-97.654802
"Pawnee,KS",754,38.181477,-99.234772
"Phillips,KS",894,39.784506,-99.34215
"Pottawatomie,KS",861,39.382187,-96.337113
"Pratt,KS",735,37.647594,-98.74012
"Rawlins,KS",1069,39.786198,-101.076738
"Reno,KS",1272,37.948185,-98.078346
"Republic,KS",720,39.828906,-97.650883
"Rice,KS",727,38.347178,-98.201415
"Riley,KS",622,39.29121,-96.727488
"Rooks,KS",895,39.346006,-99.324492
"Rush,KS",717,38.523596,-99.309184
"Russell,KS",899,38.91604,-98.770949
"Saline,KS",721,38.791804,-97.651478
"Scott,KS",717,38.481877,-100.90636
"Sedgwick,KS",1009,37.681045,-97.461054
"Seward,KS",640,37.18096,-100.855257
"Shawnee,KS",555,39.041805,-95.755664
"Sheridan,KS",896,39.350547,-100.441228
"Sherman,KS",1056,39.351352,-101.719859
"Smith,KS",896,39.78466,-98.785429
"Stafford,KS",794,38.03563,-98.719889
"Stanton,KS",680,37.565932,-101.789383
"Stevens,KS",727,37.2017,-101.317268
"Sumner,KS",1184,37.236662,-97.493352
"Thomas,KS",1074,39.357713,-101.083386
"Trego,KS",899,38.921302,-99.865423
"Wabaunsee,KS",799,38.955154,-96.201262
"Wallace,KS",913,38.926626,-101.771103
"Washington,KS",898,39.776714,-97.095611
"Wichita,KS",718,38.481922,-101.347434
"Wilson,KS",575,37.558515,-95.745175
"Woodson,KS",505,37.888193,-95.758469
"Wyandotte,KS",156,39.115384,-94.763087
"Adair,KY",412,37.105559,-85.28138
"Allen,KY",351,36.75077,-86.192458
"Anderson,KY",204,38.005396,-84.986417
"Ballard,KY",273,37.051323,-89.010367
"Barren,KY",500,36.962805,-85.932108
"Bath,KY",284,38.152249,-83.737641
"Bell,KY",361,36.728928,-83.680718
"Boone,KY",256,38.9589,-84.736371
"Bourbon,KY",291,38.202562,-84.20986
"Boyd,KY",162,38.360003,-82.681406
"Boyle,KY",182,37.618104,-84.868352
"Bracken,KY",208,38.680365,-84.115235
"Breathitt,KY",495,37.517807,-83.317158
"Breckinridge,KY",585,37.777988,-86.432919
"Bullitt,KY",300,37.969945,-85.702635
"Butler,KY",431,37.207013,-86.682471
"Caldwell,KY",348,37.148642,-87.870509
"Calloway,KY",410,36.620978,-88.274086
"Campbell,KY",159,38.946981,-84.379583
"Carlisle,KY",198,36.85718,-88.976614
"Carroll,KY",137,38.668394,-85.124024
"Carter,KY",412,38.314094,-83.038988
"Casey,KY",445,37.321962,-84.92822
"Christian,KY",724,36.892059,-87.492986
"Clark,KY",255,37.970314,-84.145115
"Clay,KY",471,37.164273,-83.715454
"Clinton,KY",205,36.727258,-85.136098
"Crittenden,KY",371,37.358149,-88.10501
"Cumberland,KY",310,36.782372,-85.388484
"Daviess,KY",476,37.731671,-87.087139
"Edmonson,KY",308,37.227514,-86.218015
"Elliott,KY",235,38.116883,-83.096116
"Estill,KY",255,37.692449,-83.963983
"Fayette,KY",285,38.040678,-84.458272
"Fleming,KY",351,38.367848,-83.699205
"Floyd,KY",395,37.552456,-82.739724
"Franklin,KY",212,38.234919,-84.868786
"Fulton,KY",230,36.552511,-89.187659
"Gallatin,KY",104,38.755663,-84.865143
"Garrard,KY",233,37.630162,-84.545856
"Grant,KY",260,38.649167,-84.625924
"Graves,KY",556,36.723344,-88.649897
"Grayson,KY",511,37.458577,-86.344011
"Green,KY",288,37.278065,-85.537925
"Greenup,KY",354,38.563562,-82.93382
"Hancock,KY",198,37.843325,-86.792761
"Hardin,KY",630,37.695836,-85.963183
"Harlan,KY",468,36.859223,-83.221497
"Harrison,KY",309,38.444578,-84.334131
"Hart,KY",417,37.305827,-85.878443
"Henderson,KY",465,37.792542,-87.572577
"Henry,KY",291,38.451383,-85.119647
"Hickman,KY",253,36.675896,-88.972084
"Hopkins,KY",554,37.31107,-87.542196
"Jackson,KY",346,37.403458,-84.020576
"Jefferson,KY",397,38.189532,-85.657624
"Jessamine,KY",174,37.873291,-84.58396
"Johnson,KY",264,37.847756,-82.830121
"Kenton,KY",164,38.930503,-84.533438
"Knott,KY",352,37.354368,-82.952546
"Knox,KY",387,36.8885,-83.855551
"Larue,KY",263,37.544462,-85.696841
"Laurel,KY",443,37.113268,-84.119395
"Lawrence,KY",420,38.074453,-82.73829
"Lee,KY",211,37.608116,-83.719248
"Leslie,KY",404,37.087846,-83.388617
"Letcher,KY",339,37.118536,-82.861251
"Lewis,KY",495,38.535047,-83.370143
"Lincoln,KY",336,37.457174,-84.658335
"Livingston,KY",342,37.209517,-88.363426
"Logan,KY",557,36.859607,-86.881288
"Lyon,KY",256,37.023976,-88.083391
"McCracken,KY",267,37.054111,-88.712454
"McCreary,KY",430,36.731136,-84.491052
"McLean,KY",256,37.526707,-87.265597
"Madison,KY",443,37.725511,-84.278362
"Magoffin,KY",309,37.698983,-83.069721
"Marion,KY",346,37.552604,-85.268959
"Marshall,KY",340,36.882017,-88.332752
"Martin,KY",230,37.796774,-82.506623
"Mason,KY",246,38.594137,-83.828125
"Meade,KY",324,37.967476,-86.200863
"Menifee,KY",205,37.935485,-83.589355
"Mercer,KY",253,37.812085,-84.879695
"Metcalfe,KY",291,36.99243,-85.633456
"Monroe,KY",332,36.714077,-85.713508
"Montgomery,KY",198,38.038109,-83.912416
"Morgan,KY",383,37.92294,-83.258944
"Muhlenberg,KY",479,37.213816,-87.134092
"Nelson,KY",424,37.80312,-85.465931
"Nicholas,KY",196,38.338031,-84.026223
"Ohio,KY",596,37.477859,-86.844871
"Oldham,KY",196,38.400127,-85.45615
"Owen,KY",354,38.499395,-84.84159
"Owsley,KY",198,37.423622,-83.691637
"Pendleton,KY",281,38.696284,-84.351943
"Perry,KY",342,37.241282,-83.217772
"Pike,KY",788,37.486031,-82.410912
"Powell,KY",180,37.809567,-83.831235
"Pulaski,KY",677,37.107428,-84.576969
"Robertson,KY",100,38.513473,-84.06423
"Rockcastle,KY",318,37.36105,-84.314368
"Rowan,KY",286,38.204266,-83.428079
"Russell,KY",282,36.990587,-85.05495
"Scott,KY",285,38.28571,-84.57834
"Shelby,KY",385,38.239011,-85.228247
"Simpson,KY",236,36.740937,-86.581793
"Spencer,KY",191,38.025313,-85.317312
"Taylor,KY",276,37.36621,-85.328059
"Todd,KY",377,36.840338,-87.183642
"Trigg,KY",481,36.807681,-87.858652
"Trimble,KY",155,38.62004,-85.351208
"Union,KY",363,37.658029,-87.95165
"Warren,KY",547,36.995634,-86.423579
"Washington,KY",301,37.754209,-85.175416
"Wayne,KY",484,36.800772,-84.82659
"Webster,KY",335,37.520375,-87.685206
"Whitley,KY",445,36.758024,-84.144648
"Wolfe,KY",222,37.743893,-83.49511
"Woodford,KY",192,38.043103,-84.748855
"Acadia Parish,LA",657,30.291497,-92.411037
"Allen Parish,LA",766,30.652744,-92.819605
"Ascension Parish,LA",302,30.206444,-90.912502
"Assumption Parish,LA",369,29.9033,-91.065219
"Avoyelles Parish,LA",865,31.088503,-91.983275
"Beauregard Parish,LA",1165,30.645018,-93.340253
"Bienville Parish,LA",822,32.340952,-93.041151
"Bossier Parish,LA",866,32.698481,-93.626561
"Caddo Parish,LA",937,32.580106,-93.88497
"Calcasieu Parish,LA",1094,30.229559,-93.358015
"Caldwell Parish,LA",541,32.101219,-92.114231
"Cameron Parish,LA",1936,29.871812,-93.164948
"Catahoula Parish,LA",739,31.666517,-91.846703
"Claiborne Parish,LA",767,32.82716,-92.989728
"Concordia Parish,LA",747,31.469805,-91.626315
"De Soto Parish,LA",894,32.059248,-93.740797
"East Baton Rouge Parish,LA",470,30.54393,-91.093131
"East Carroll Parish,LA",442,32.73017,-91.234141
"East Feliciana Parish,LA",455,30.839784,-91.043434
"Evangeline Parish,LA",679,30.720693,-92.404086
"Franklin Parish,LA",635,32.139076,-91.672371
"Grant Parish,LA",664,31.597787,-92.561716
"Iberia Parish,LA",1040,29.606013,-91.842706
"Iberville Parish,LA",652,30.270653,-91.365872
"Jackson Parish,LA",580,32.30429,-92.5617
"Jefferson Parish,LA",642,29.5033,-90.036231
"Jefferson Davis Parish,LA",658,30.269529,-92.816221
"Lafayette Parish,LA",269,30.206507,-92.06417
"Lafourche Parish,LA",1468,29.491992,-90.394849
"LaSalle Parish,LA",662,31.680083,-92.161596
"Lincoln Parish,LA",472,32.601823,-92.662303
"Livingston Parish,LA",691,30.440419,-90.727474
"Madison Parish,LA",650,32.346878,-91.231932
"Morehouse Parish,LA",806,32.820008,-91.800399
"Natchitoches Parish,LA",1299,31.732509,-93.082546
"Orleans Parish,LA",349,30.05342,-89.934502
"Ouachita Parish,LA",631,32.480932,-92.151581
"Plaquemines Parish,LA",2567,29.282447,-89.576068
"Pointe Coupee Parish,LA",590,30.708319,-91.604621
"Rapides Parish,LA",1361,31.193204,-92.535953
"Red River Parish,LA",402,32.101213,-93.34905
"Richland Parish,LA",564,32.413158,-91.748353
"Sabine Parish,LA",1011,31.560402,-93.559579
"St. Bernard Parish,LA",2155,29.91811,-89.263494
"St. Charles Parish,LA",396,29.905722,-90.357855
"St. Helena Parish,LA",409,30.822539,-90.708307
"St. James Parish,LA",252,30.024777,-90.793956
"St. John the Baptist Parish,LA",410,30.144068,-90.49096
"St. Landry Parish,LA",939,30.583441,-91.989274
"St. Martin Parish,LA",816,30.121433,-91.611481
"St. Mary Parish,LA",1119,29.629349,-91.463804
"St. Tammany Parish,LA",1095,30.410022,-89.951962
"Tangipahoa Parish,LA",843,30.621348,-90.40649
"Tensas Parish,LA",641,32.001489,-91.342576
"Terrebonne Parish,LA",2082,29.33413,-90.843674
"Union Parish,LA",905,32.829349,-92.37565
"Vermilion Parish,LA",1531,29.806638,-92.321394
"Vernon Parish,LA",1340,31.102841,-93.18833
"Washington Parish,LA",675,30.852144,-90.046253
"Webster Parish,LA",614,32.732152,-93.339825
"West Baton Rouge Parish,LA",203,30.464052,-91.309808
"West Carroll Parish,LA",360,32.79248,-91.451998
"West Feliciana Parish,LA",426,30.873364,-91.421776
"Winn Parish,LA",956,31.941187,-92.641269
"Androscoggin,ME",497,44.167681,-70.207435
"Aroostook,ME",6827,46.709193,-68.612409
"Cumberland,ME",1217,43.808348,-70.330375
"Franklin,ME",1743,44.976724,-70.414935
"Hancock,ME",2344,44.564906,-68.370703
"Kennebec,ME",951,44.417012,-69.765764
"Knox,ME",1143,44.042045,-69.038514
"Lincoln,ME",699,43.994781,-69.513624
"Oxford,ME",2175,44.4945,-70.734421
"Penobscot,ME",3557,45.409284,-68.666616
"Piscataquis,ME",4378,45.915639,-69.102231
"Sagadahoc,ME",370,43.916845,-69.844227
"Somerset,ME",4093,45.503646,-69.95611
"Waldo,ME",852,44.505822,-69.138961
"Washington,ME",3257,44.967009,-67.609354
"York,ME",1269,43.426019,-70.668425
"Allegany,MD",427,39.612313,-78.703104
"Anne Arundel,MD",587,38.991617,-76.560894
"Baltimore,MD",681,39.443167,-76.616569
"Calvert,MD",345,38.522719,-76.529762
"Caroline,MD",325,38.871531,-75.831662
"Carroll,MD",452,39.563328,-77.01533
"Cecil,MD",417,39.562354,-75.941585
"Charles,MD",642,38.472853,-77.015427
"Dorchester,MD",982,38.429196,-76.047433
"Frederick,MD",667,39.470177,-77.397636
"Garrett,MD",657,39.547299,-79.274619
"Harford,MD",526,39.537429,-76.299789
"Howard,MD",253,39.252264,-76.924406
"Kent,MD",413,39.241279,-76.125987
"Montgomery,MD",506,39.137381,-77.203063
"Prince George's,MD",498,38.829278,-76.848188
"Queen Anne's,MD",510,39.040693,-76.082405
"St. Mary's,MD",764,38.223077,-76.534487
"Somerset,MD",610,38.07445,-75.853323
"Talbot,MD",476,38.748349,-76.178476
"Washington,MD",467,39.603621,-77.814671
"Wicomico,MD",400,38.36737,-75.632083
"Worcester,MD",694,38.222133,-75.309931
"Baltimore city,MD",92,39.300032,-76.610476
"Barnstable,MA",1305,41.706123,-70.164823
"Berkshire,MA",946,42.371493,-73.217928
"Bristol,MA",691,41.748588,-71.088894
"Dukes,MA",490,41.38097,-70.701499
"Essex,MA",828,42.642708,-70.864909
"Franklin,MA",724,42.584504,-72.591792
"Hampden,MA",634,42.136198,-72.635648
"Hampshire,MA",545,42.339459,-72.663694
"Middlesex,MA",846,42.481718,-71.394916
"Nantucket,MA",303,41.293392,-70.102164
"Norfolk,MA",444,42.171738,-71.18111
"Plymouth,MA",1093,41.987196,-70.741942
"Suffolk,MA",120,42.338551,-71.018253
"Worcester,MA",1579,42.311693,-71.940282
